view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,stimulus_type,trial_stimulus,key_press,minimum_viewing_duration,trial_looking_time,block_deviant,block_background,stimulus,block_number,block_type,stimulus_displayed,responses,question_order,math_correct_answer,stimulus_left,stimulus_right,exposure_type
NA,3663.0050000094343,sequential-stimulus-presentation,26,122621,0.0-10.0-1.2,SS1617819543549,trial,NA,40,1000,4663.005000009434,images/stimuli/spore_stims/complex_12_A_a.gif,images/stimuli/spore_stims/complex_10_A_b.gif,NA,1,complex_dissimilar,images/stimuli/spore_stims/complex_10_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,27,123541,0.0-10.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2314.9450000055367,sequential-stimulus-presentation,28,126860,0.0-10.0-1.3,SS1617819543549,trial,NA,40,1000,3314.9450000055367,images/stimuli/spore_stims/complex_12_A_a.gif,images/stimuli/spore_stims/complex_10_A_b.gif,NA,1,complex_dissimilar,images/stimuli/spore_stims/complex_10_A_b.gif,NA,NA,NA,NA,NA,NA
NA,4078.899999993155,survey-multi-choice,29,130941,0.0-11.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""11""}",[0],11,NA,NA,NA
NA,null,html-keyboard-response,30,131849,0.0-12.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5664.170000003651,sequential-stimulus-presentation,31,138518,0.0-12.0-1.0,SS1617819543549,trial,NA,40,1000,6664.170000003651,images/stimuli/spore_stims/simple_17_A_b.gif,images/stimuli/spore_stims/simple_04_A_a.gif,NA,2,simple_dissimilar,images/stimuli/spore_stims/simple_04_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,32,139766,0.0-12.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3478.799999997136,sequential-stimulus-presentation,33,144249,0.0-12.0-1.1,SS1617819543549,trial,NA,40,1000,4478.799999997136,images/stimuli/spore_stims/simple_17_A_b.gif,images/stimuli/spore_stims/simple_04_A_a.gif,NA,2,simple_dissimilar,images/stimuli/spore_stims/simple_04_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,34,145092,0.0-12.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990.315000002738,sequential-stimulus-presentation,35,148087,0.0-12.0-1.2,SS1617819543549,trial,NA,40,1000,2990.315000002738,images/stimuli/spore_stims/simple_17_A_b.gif,images/stimuli/spore_stims/simple_04_A_a.gif,NA,2,simple_dissimilar,images/stimuli/spore_stims/simple_04_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,36,148953,0.0-12.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2140.1550000009593,sequential-stimulus-presentation,37,152098,0.0-12.0-1.3,SS1617819543549,trial,NA,40,1000,3140.1550000009593,images/stimuli/spore_stims/simple_17_A_b.gif,images/stimuli/spore_stims/simple_04_A_a.gif,NA,2,simple_dissimilar,images/stimuli/spore_stims/simple_04_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,38,153171,0.0-12.0-0.4,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2189.3700000073295,sequential-stimulus-presentation,39,156363,0.0-12.0-1.4,SS1617819543549,trial,NA,40,1000,3189.3700000073295,images/stimuli/spore_stims/simple_17_A_b.gif,images/stimuli/spore_stims/simple_04_A_a.gif,NA,2,simple_dissimilar,images/stimuli/spore_stims/simple_04_A_a.gif,NA,NA,NA,NA,NA,NA
NA,5822.839999993448,survey-multi-choice,40,162188,0.0-13.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""14""}",[0],14,NA,NA,NA
NA,null,html-keyboard-response,41,163323,0.0-14.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2650.450000001001,sequential-stimulus-presentation,42,166978,0.0-14.0-1.0,SS1617819543549,trial,NA,40,1000,3650.450000001001,images/stimuli/spore_stims/simple_04_A_b.gif,images/stimuli/spore_stims/simple_02_A_a.gif,NA,3,simple_dissimilar,images/stimuli/spore_stims/simple_02_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,43,168199,0.0-14.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4058.245000007446,sequential-stimulus-presentation,44,173262,0.0-14.0-1.1,SS1617819543549,trial,NA,40,1000,5058.245000007446,images/stimuli/spore_stims/simple_04_A_b.gif,images/stimuli/spore_stims/simple_02_A_a.gif,NA,3,simple_dissimilar,images/stimuli/spore_stims/simple_04_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,45,174112,0.0-14.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2023.8249999965774,sequential-stimulus-presentation,46,177142,0.0-14.0-1.2,SS1617819543549,trial,NA,40,1000,3023.8249999965774,images/stimuli/spore_stims/simple_04_A_b.gif,images/stimuli/spore_stims/simple_02_A_a.gif,NA,3,simple_dissimilar,images/stimuli/spore_stims/simple_02_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,47,178185,0.0-14.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1730.8950000006007,sequential-stimulus-presentation,48,180920,0.0-14.0-1.3,SS1617819543549,trial,NA,40,1000,2730.8950000006007,images/stimuli/spore_stims/simple_04_A_b.gif,images/stimuli/spore_stims/simple_02_A_a.gif,NA,3,simple_dissimilar,images/stimuli/spore_stims/simple_02_A_a.gif,NA,NA,NA,NA,NA,NA
NA,4485.4100000084145,survey-multi-choice,49,185409,0.0-15.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""11""}",[0],11,NA,NA,NA
NA,null,html-keyboard-response,50,186364,0.0-16.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6512.140000006184,sequential-stimulus-presentation,51,193881,0.0-16.0-1.0,SS1617819543549,trial,NA,40,1000,7512.140000006184,images/stimuli/spore_stims/complex_15_A_a.gif,images/stimuli/spore_stims/complex_14_A_b.gif,NA,4,complex_dissimilar,images/stimuli/spore_stims/complex_14_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,52,194807,0.0-16.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1652.8049999906216,sequential-stimulus-presentation,53,197466,0.0-16.0-1.1,SS1617819543549,trial,NA,40,1000,2652.8049999906216,images/stimuli/spore_stims/complex_15_A_a.gif,images/stimuli/spore_stims/complex_14_A_b.gif,NA,4,complex_dissimilar,images/stimuli/spore_stims/complex_14_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,54,198561,0.0-16.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6039.060000010068,sequential-stimulus-presentation,55,205605,0.0-16.0-1.2,SS1617819543549,trial,NA,40,1000,7039.060000010068,images/stimuli/spore_stims/complex_15_A_a.gif,images/stimuli/spore_stims/complex_14_A_b.gif,NA,4,complex_dissimilar,images/stimuli/spore_stims/complex_14_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,56,206577,0.0-16.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3382.324999998673,sequential-stimulus-presentation,57,210966,0.0-16.0-1.3,SS1617819543549,trial,NA,40,1000,4382.324999998673,images/stimuli/spore_stims/complex_15_A_a.gif,images/stimuli/spore_stims/complex_14_A_b.gif,NA,4,complex_dissimilar,images/stimuli/spore_stims/complex_14_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,58,212177,0.0-16.0-0.4,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,7906.969999996363,sequential-stimulus-presentation,59,221089,0.0-16.0-1.4,SS1617819543549,trial,NA,40,1000,8906.969999996363,images/stimuli/spore_stims/complex_15_A_a.gif,images/stimuli/spore_stims/complex_14_A_b.gif,NA,4,complex_dissimilar,images/stimuli/spore_stims/complex_15_A_a.gif,NA,NA,NA,NA,NA,NA
NA,3498.990000007325,survey-multi-choice,60,224591,0.0-17.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""11""}",[0],11,NA,NA,NA
NA,null,html-keyboard-response,61,225627,0.0-18.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6360.0250000017695,sequential-stimulus-presentation,62,232993,0.0-18.0-1.0,SS1617819543549,trial,NA,40,1000,7360.0250000017695,images/stimuli/spore_stims/complex_20_A_a.gif,images/stimuli/spore_stims/complex_15_A_b.gif,NA,5,complex_dissimilar,images/stimuli/spore_stims/complex_15_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,63,234158,0.0-18.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3398.8700000045355,sequential-stimulus-presentation,64,238563,0.0-18.0-1.1,SS1617819543549,trial,NA,40,1000,4398.8700000045355,images/stimuli/spore_stims/complex_20_A_a.gif,images/stimuli/spore_stims/complex_15_A_b.gif,NA,5,complex_dissimilar,images/stimuli/spore_stims/complex_15_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,65,239486,0.0-18.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5155.944999991334,sequential-stimulus-presentation,66,245648,0.0-18.0-1.2,SS1617819543549,trial,NA,40,1000,6155.944999991334,images/stimuli/spore_stims/complex_20_A_a.gif,images/stimuli/spore_stims/complex_15_A_b.gif,NA,5,complex_dissimilar,images/stimuli/spore_stims/complex_15_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,67,246931,0.0-18.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3908.9999999996508,sequential-stimulus-presentation,68,251846,0.0-18.0-1.3,SS1617819543549,trial,NA,40,1000,4908.999999999651,images/stimuli/spore_stims/complex_20_A_a.gif,images/stimuli/spore_stims/complex_15_A_b.gif,NA,5,complex_dissimilar,images/stimuli/spore_stims/complex_15_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,69,253024,0.0-18.0-0.4,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6643.630000005942,sequential-stimulus-presentation,70,260673,0.0-18.0-1.4,SS1617819543549,trial,NA,40,1000,7643.630000005942,images/stimuli/spore_stims/complex_20_A_a.gif,images/stimuli/spore_stims/complex_15_A_b.gif,NA,5,complex_dissimilar,images/stimuli/spore_stims/complex_20_A_a.gif,NA,NA,NA,NA,NA,NA
NA,6282.0950000023,survey-multi-choice,71,266958,0.0-19.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""12""}",[0],12,NA,NA,NA
NA,null,html-keyboard-response,72,267834,0.0-20.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3002.6399999915157,sequential-stimulus-presentation,73,271844,0.0-20.0-1.0,SS1617819543549,trial,NA,40,1000,4002.6399999915157,images/stimuli/spore_stims/simple_10_A_a.gif,images/stimuli/spore_stims/simple_06_A_b.gif,NA,6,simple_dissimilar,images/stimuli/spore_stims/simple_06_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,74,272819,0.0-20.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2278.569999994943,sequential-stimulus-presentation,75,276103,0.0-20.0-1.1,SS1617819543549,trial,NA,40,1000,3278.569999994943,images/stimuli/spore_stims/simple_10_A_a.gif,images/stimuli/spore_stims/simple_06_A_b.gif,NA,6,simple_dissimilar,images/stimuli/spore_stims/simple_06_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,76,277101,0.0-20.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2041.3450000050943,sequential-stimulus-presentation,77,280147,0.0-20.0-1.2,SS1617819543549,trial,NA,40,1000,3041.3450000050943,images/stimuli/spore_stims/simple_10_A_a.gif,images/stimuli/spore_stims/simple_06_A_b.gif,NA,6,simple_dissimilar,images/stimuli/spore_stims/simple_06_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,78,281134,0.0-20.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1041.960000002291,sequential-stimulus-presentation,79,283181,0.0-20.0-1.3,SS1617819543549,trial,NA,40,1000,2041.960000002291,images/stimuli/spore_stims/simple_10_A_a.gif,images/stimuli/spore_stims/simple_06_A_b.gif,NA,6,simple_dissimilar,images/stimuli/spore_stims/simple_06_A_b.gif,NA,NA,NA,NA,NA,NA
NA,4591.944999992847,survey-multi-choice,80,287776,0.0-21.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""13""}",[0],13,NA,NA,NA
NA,null,html-keyboard-response,81,288736,0.0-22.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,8999.244999999064,sequential-stimulus-presentation,82,298739,0.0-22.0-1.0,SS1617819543549,trial,NA,40,1000,9999.244999999064,images/stimuli/spore_stims/complex_11_A_b.gif,images/stimuli/spore_stims/complex_19_A_a.gif,NA,7,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,83,299883,0.0-22.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022.0900000131223,sequential-stimulus-presentation,84,302911,0.0-22.0-1.1,SS1617819543549,trial,NA,40,1000,3022.0900000131223,images/stimuli/spore_stims/complex_11_A_b.gif,images/stimuli/spore_stims/complex_19_A_a.gif,NA,7,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,85,303891,0.0-22.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,739.0149999991991,sequential-stimulus-presentation,86,305635,0.0-22.0-1.2,SS1617819543549,trial,NA,40,1000,1739.014999999199,images/stimuli/spore_stims/complex_11_A_b.gif,images/stimuli/spore_stims/complex_19_A_a.gif,NA,7,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,87,306594,0.0-22.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,498.7649999966379,sequential-stimulus-presentation,88,308098,0.0-22.0-1.3,SS1617819543549,trial,NA,40,1000,1498.764999996638,images/stimuli/spore_stims/complex_11_A_b.gif,images/stimuli/spore_stims/complex_19_A_a.gif,NA,7,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,89,309148,0.0-22.0-0.4,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,7658.544999998412,sequential-stimulus-presentation,90,317812,0.0-22.0-1.4,SS1617819543549,trial,NA,40,1000,8658.544999998412,images/stimuli/spore_stims/complex_11_A_b.gif,images/stimuli/spore_stims/complex_19_A_a.gif,NA,7,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,91,318843,0.0-22.0-0.5,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4803.505000003497,sequential-stimulus-presentation,92,324652,0.0-22.0-1.5,SS1617819543549,trial,NA,40,1000,5803.505000003497,images/stimuli/spore_stims/complex_11_A_b.gif,images/stimuli/spore_stims/complex_19_A_a.gif,NA,7,complex_dissimilar,images/stimuli/spore_stims/complex_11_A_b.gif,NA,NA,NA,NA,NA,NA
NA,3338.449999995646,survey-multi-choice,93,327994,0.0-23.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""8""}",[0],8,NA,NA,NA
NA,null,html-keyboard-response,94,328939,0.0-24.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3770.4000000085216,sequential-stimulus-presentation,95,333716,0.0-24.0-1.0,SS1617819543549,trial,NA,40,1000,4770.400000008522,images/stimuli/spore_stims/complex_18_A_a.gif,images/stimuli/spore_stims/complex_19_A_b.gif,NA,8,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,96,334888,0.0-24.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3186.8049999902723,sequential-stimulus-presentation,97,339083,0.0-24.0-1.1,SS1617819543549,trial,NA,40,1000,4186.804999990272,images/stimuli/spore_stims/complex_18_A_a.gif,images/stimuli/spore_stims/complex_19_A_b.gif,NA,8,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,98,340358,0.0-24.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4995.060000001104,sequential-stimulus-presentation,99,346358,0.0-24.0-1.2,SS1617819543549,trial,NA,40,1000,5995.060000001104,images/stimuli/spore_stims/complex_18_A_a.gif,images/stimuli/spore_stims/complex_19_A_b.gif,NA,8,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,100,347567,0.0-24.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,312.515000012354,sequential-stimulus-presentation,101,348885,0.0-24.0-1.3,SS1617819543549,trial,NA,40,1000,1312.515000012354,images/stimuli/spore_stims/complex_18_A_a.gif,images/stimuli/spore_stims/complex_19_A_b.gif,NA,8,complex_dissimilar,images/stimuli/spore_stims/complex_19_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,102,349725,0.0-24.0-0.4,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,10996.415000001434,sequential-stimulus-presentation,103,361728,0.0-24.0-1.4,SS1617819543549,trial,NA,40,1000,11996.415000001434,images/stimuli/spore_stims/complex_18_A_a.gif,images/stimuli/spore_stims/complex_19_A_b.gif,NA,8,complex_dissimilar,images/stimuli/spore_stims/complex_18_A_a.gif,NA,NA,NA,NA,NA,NA
NA,4627.999999996973,survey-multi-choice,104,366358,0.0-25.0,SS1617819543549,math_question,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Q0"":""8""}",[0],8,NA,NA,NA
NA,null,html-keyboard-response,105,367650,0.0-26.0-0.0,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4194.900000002235,sequential-stimulus-presentation,106,372852,0.0-26.0-1.0,SS1617819543549,trial,NA,40,1000,5194.900000002235,images/stimuli/spore_stims/simple_13_A_a.gif,images/stimuli/spore_stims/simple_19_A_b.gif,NA,9,simple_dissimilar,images/stimuli/spore_stims/simple_19_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,107,374040,0.0-26.0-0.1,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1128.6700000055134,sequential-stimulus-presentation,108,376175,0.0-26.0-1.1,SS1617819543549,trial,NA,40,1000,2128.6700000055134,images/stimuli/spore_stims/simple_13_A_a.gif,images/stimuli/spore_stims/simple_19_A_b.gif,NA,9,simple_dissimilar,images/stimuli/spore_stims/simple_19_A_b.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,109,377094,0.0-26.0-0.2,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3244.055000002845,sequential-stimulus-presentation,110,381346,0.0-26.0-1.2,SS1617819543549,trial,NA,40,1000,4244.055000002845,images/stimuli/spore_stims/simple_13_A_a.gif,images/stimuli/spore_stims/simple_19_A_b.gif,NA,9,simple_dissimilar,images/stimuli/spore_stims/simple_13_A_a.gif,NA,NA,NA,NA,NA,NA
NA,null,html-keyboard-response,111,382157,0.0-26.0-0.3,SS1617819543549,NA,NA,null,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,NA
